Node	Time	ActivationFactorDwnRegulation
3	1	0
4	1	1
3	2	1
4	2	0
3	3	1
4	3	0
3	4	1
4	4	0
3	5	0
4	5	1
3	6	0
4	6	1
3	7	1
4	7	0
3	8	1
4	8	0
3	9	1
4	9	0
3	10	1
4	10	0
3	11	0
4	11	1
3	12	0
4	12	1
3	13	0
4	13	1
3	14	1
4	14	0
3	15	1
4	15	0
3	16	0
4	16	1
3	17	0
4	17	1
3	18	1
4	18	0
3	19	0
4	19	1
3	20	1
4	20	0
3	21	0
4	21	1
3	22	0
4	22	1
3	23	0
4	23	1
3	24	0
4	24	1
5	1	0
6	1	1
5	2	0
6	2	1
5	3	1
6	3	0
5	4	1
6	4	0
5	5	0
6	5	1
5	6	0
6	6	1
5	7	1
6	7	0
5	8	1
6	8	0
5	9	0
6	9	1
5	10	1
6	10	0
5	11	1
6	11	0
5	12	0
6	12	1
5	13	1
6	13	0
5	14	1
6	14	0
5	15	1
6	15	0
5	16	0
6	16	1
5	17	1
6	17	0
5	18	0
6	18	1
5	19	0
6	19	1
5	20	1
6	20	0
5	21	1
6	21	0
5	22	0
6	22	1
5	23	0
6	23	1
5	24	1
6	24	0
7	1	1
8	1	0
7	2	1
8	2	0
7	3	1
8	3	0
7	4	0
8	4	1
7	5	1
8	5	0
7	6	0
8	6	1
7	7	0
8	7	1
7	8	1
8	8	0
7	9	1
8	9	0
7	10	0
8	10	1
7	11	0
8	11	1
7	12	1
8	12	0
7	13	0
8	13	1
7	14	1
8	14	0
7	15	1
8	15	0
7	16	1
8	16	0
7	17	0
8	17	1
7	18	0
8	18	1
7	19	0
8	19	1
7	20	0
8	20	1
7	21	0
8	21	1
7	22	0
8	22	1
7	23	1
8	23	0
7	24	1
8	24	0
9	1	1
10	1	0
9	2	1
10	2	0
9	3	1
10	3	0
9	4	1
10	4	0
9	5	1
10	5	0
9	6	1
10	6	0
9	7	0
10	7	1
9	8	0
10	8	1
9	9	0
10	9	1
9	10	0
10	10	1
9	11	0
10	11	1
9	12	0
10	12	1
9	13	1
10	13	0
9	14	0
10	14	1
9	15	1
10	15	0
9	16	1
10	16	0
9	17	1
10	17	0
9	18	1
10	18	0
9	19	1
10	19	0
9	20	1
10	20	0
9	21	1
10	21	0
9	22	1
10	22	0
9	23	1
10	23	0
9	24	1
10	24	0
11	1	0
12	1	1
11	2	0
12	2	1
11	3	0
12	3	1
11	4	1
12	4	0
11	5	0
12	5	1
11	6	1
12	6	0
11	7	0
12	7	1
11	8	0
12	8	1
11	9	0
12	9	1
11	10	0
12	10	1
11	11	1
12	11	0
11	12	0
12	12	1
11	13	0
12	13	1
11	14	0
12	14	1
11	15	0
12	15	1
11	16	0
12	16	1
11	17	1
12	17	0
11	18	1
12	18	0
11	19	1
12	19	0
11	20	1
12	20	0
11	21	0
12	21	1
11	22	0
12	22	1
11	23	1
12	23	0
11	24	1
12	24	0
13	1	1
14	1	0
13	2	0
14	2	1
13	3	0
14	3	1
13	4	0
14	4	1
13	5	1
14	5	0
13	6	0
14	6	1
13	7	1
14	7	0
13	8	1
14	8	0
13	9	0
14	9	1
13	10	1
14	10	0
13	11	0
14	11	1
13	12	1
14	12	0
13	13	0
14	13	1
13	14	0
14	14	1
13	15	1
14	15	0
13	16	0
14	16	1
13	17	1
14	17	0
13	18	1
14	18	0
13	19	0
14	19	1
13	20	1
14	20	0
13	21	0
14	21	1
13	22	1
14	22	0
13	23	1
14	23	0
13	24	1
14	24	0
