Node	Time	ActivationFactorDwnRegulation
3	1	1
4	1	0
5	1	0
6	1	1
7	1	1
8	1	1
9	1	0
10	1	0
11	1	0
12	1	0
13	1	1
14	1	1
15	1	1
16	1	0
17	1	1
18	1	0
19	1	0
20	1	0
21	1	1
22	1	0
23	1	0
24	1	0
25	1	0
26	1	1
27	1	0
28	1	0
29	1	0
30	1	1
31	1	0
32	1	1
33	1	1
34	1	0
35	1	0
36	1	0
37	1	0
38	1	0
39	1	0
40	1	1
41	1	1
42	1	1
43	1	1
44	1	1
45	1	0
46	1	1
47	1	1
48	1	0
49	1	0
50	1	1
51	1	1
52	1	0
53	1	0
54	1	1
55	1	0
56	1	1
57	1	1
3	2	0
4	2	0
5	2	0
6	2	0
7	2	0
8	2	0
9	2	0
10	2	0
11	2	1
12	2	1
13	2	1
14	2	0
15	2	0
16	2	0
17	2	0
18	2	1
19	2	1
20	2	0
21	2	1
22	2	0
23	2	1
24	2	0
25	2	0
26	2	0
27	2	0
28	2	0
29	2	1
30	2	0
31	2	1
32	2	0
33	2	1
34	2	0
35	2	1
36	2	0
37	2	0
38	2	1
39	2	0
40	2	0
41	2	0
42	2	1
43	2	1
44	2	1
45	2	1
46	2	1
47	2	1
48	2	0
49	2	0
50	2	1
51	2	1
52	2	0
53	2	0
54	2	1
55	2	1
56	2	1
57	2	0
3	3	0
4	3	0
5	3	0
6	3	1
7	3	0
8	3	1
9	3	0
10	3	0
11	3	1
12	3	0
13	3	0
14	3	0
15	3	1
16	3	1
17	3	0
18	3	0
19	3	0
20	3	1
21	3	1
22	3	0
23	3	0
24	3	0
25	3	1
26	3	0
27	3	1
28	3	0
29	3	0
30	3	1
31	3	0
32	3	0
33	3	1
34	3	0
35	3	0
36	3	1
37	3	1
38	3	0
39	3	0
40	3	1
41	3	1
42	3	0
43	3	0
44	3	1
45	3	1
46	3	0
47	3	0
48	3	0
49	3	1
50	3	0
51	3	0
52	3	0
53	3	1
54	3	0
55	3	1
56	3	1
57	3	0
3	4	0
4	4	0
5	4	0
6	4	1
7	4	0
8	4	0
9	4	1
10	4	0
11	4	1
12	4	1
13	4	1
14	4	0
15	4	1
16	4	1
17	4	0
18	4	0
19	4	0
20	4	0
21	4	1
22	4	1
23	4	0
24	4	1
25	4	1
26	4	0
27	4	1
28	4	0
29	4	1
30	4	0
31	4	0
32	4	0
33	4	1
34	4	0
35	4	1
36	4	1
37	4	0
38	4	0
39	4	1
40	4	0
41	4	0
42	4	0
43	4	0
44	4	0
45	4	1
46	4	0
47	4	0
48	4	1
49	4	0
50	4	0
51	4	1
52	4	0
53	4	1
54	4	0
55	4	0
56	4	0
57	4	1
3	5	1
4	5	0
5	5	1
6	5	1
7	5	1
8	5	0
9	5	0
10	5	0
11	5	1
12	5	0
13	5	0
14	5	0
15	5	0
16	5	1
17	5	1
18	5	0
19	5	1
20	5	0
21	5	1
22	5	0
23	5	1
24	5	1
25	5	0
26	5	1
27	5	1
28	5	0
29	5	1
30	5	0
31	5	0
32	5	0
33	5	1
34	5	1
35	5	0
36	5	1
37	5	0
38	5	1
39	5	0
40	5	1
41	5	1
42	5	0
43	5	1
44	5	0
45	5	0
46	5	1
47	5	0
48	5	1
49	5	0
50	5	0
51	5	0
52	5	1
53	5	0
54	5	0
55	5	0
56	5	0
57	5	0
3	6	0
4	6	1
5	6	0
6	6	0
7	6	1
8	6	1
9	6	1
10	6	1
11	6	1
12	6	0
13	6	0
14	6	1
15	6	1
16	6	0
17	6	0
18	6	0
19	6	0
20	6	1
21	6	0
22	6	0
23	6	1
24	6	0
25	6	0
26	6	0
27	6	0
28	6	1
29	6	0
30	6	0
31	6	1
32	6	1
33	6	1
34	6	0
35	6	1
36	6	0
37	6	0
38	6	0
39	6	0
40	6	0
41	6	0
42	6	1
43	6	0
44	6	1
45	6	1
46	6	1
47	6	0
48	6	1
49	6	0
50	6	1
51	6	1
52	6	0
53	6	0
54	6	0
55	6	0
56	6	0
57	6	0
3	7	1
4	7	1
5	7	0
6	7	1
7	7	1
8	7	1
9	7	1
10	7	0
11	7	1
12	7	0
13	7	1
14	7	0
15	7	0
16	7	0
17	7	0
18	7	0
19	7	1
20	7	0
21	7	0
22	7	0
23	7	0
24	7	0
25	7	1
26	7	0
27	7	1
28	7	0
29	7	1
30	7	1
31	7	0
32	7	0
33	7	0
34	7	0
35	7	0
36	7	0
37	7	1
38	7	1
39	7	1
40	7	0
41	7	1
42	7	1
43	7	0
44	7	0
45	7	1
46	7	0
47	7	1
48	7	0
49	7	0
50	7	1
51	7	0
52	7	0
53	7	1
54	7	0
55	7	0
56	7	0
57	7	1
3	8	1
4	8	0
5	8	1
6	8	0
7	8	0
8	8	1
9	8	0
10	8	0
11	8	0
12	8	1
13	8	1
14	8	0
15	8	1
16	8	1
17	8	1
18	8	0
19	8	1
20	8	1
21	8	0
22	8	1
23	8	0
24	8	0
25	8	0
26	8	1
27	8	0
28	8	0
29	8	0
30	8	1
31	8	0
32	8	1
33	8	0
34	8	1
35	8	1
36	8	1
37	8	0
38	8	1
39	8	1
40	8	1
41	8	1
42	8	0
43	8	1
44	8	1
45	8	0
46	8	0
47	8	0
48	8	0
49	8	0
50	8	0
51	8	1
52	8	1
53	8	0
54	8	1
55	8	0
56	8	0
57	8	0
