Node	Time	Spot_Price
3	1	16.6
3	2	15.33
3	3	15.01
3	4	15.46
3	5	16.22
3	6	16.37
3	7	17.3
3	8	19.69
3	9	20.86
3	10	20.31
3	11	17.97
3	12	17.46
3	13	16.96
3	14	16.77
3	15	16.83
3	16	17.0
3	17	18.96
3	18	20.94
3	19	19.88
3	20	17.97
3	21	16.98
3	22	18.7
3	23	15.15
3	24	18.16
4	1	56.11
4	2	55.66
4	3	55.45
4	4	55.69
4	5	58.82
4	6	58.5
4	7	61.63
4	8	62.17
4	9	62.35
4	10	59.95
4	11	59.91
4	12	59.88
4	13	59.96
4	14	59.67
4	15	59.33
4	16	59.25
4	17	62.8
4	18	62.76
4	19	62.22
4	20	62.9
4	21	61.08
4	22	59.99
4	23	59.72
4	24	61.82
5	1	86.52
5	2	84.07
5	3	84.04
5	4	83.42
5	5	83.63
5	6	82.45
5	7	82.74
5	8	96.89
5	9	136.9
5	10	126.35
5	11	114.88
5	12	105.97
5	13	98.82
5	14	91.49
5	15	109.41
5	16	119.96
5	17	122.06
5	18	139.19
5	19	135.66
5	20	128.06
5	21	116.28
5	22	100.52
5	23	89.46
5	24	85.04
6	1	27.0
6	2	25.54
6	3	24.41
6	4	26.54
6	5	25.41
6	6	27.36
6	7	29.15
6	8	30.25
6	9	31.83
6	10	32.88
6	11	35.19
6	12	35.61
6	13	33.77
6	14	33.49
6	15	33.64
6	16	34.98
6	17	37.04
6	18	36.52
6	19	34.35
6	20	31.33
6	21	31.65
6	22	31.91
6	23	32.0
6	24	31.95
7	1	50.27
7	2	49.96
7	3	49.56
7	4	49.36
7	5	49.82
7	6	55.36
7	7	85.93
7	8	77.31
7	9	65.78
7	10	50.48
7	11	45.07
7	12	37.53
7	13	30.04
7	14	26.93
7	15	29.76
7	16	39.8
7	17	48.37
7	18	50.6
7	19	48.83
7	20	49.33
7	21	48.22
7	22	45.48
7	23	37.87
7	24	21.21
8	1	15.62
8	2	15.19
8	3	15.01
8	4	14.22
8	5	15.23
8	6	23.44
8	7	47.03
8	8	53.94
8	9	47.55
8	10	40.6
8	11	48.07
8	12	45.7
8	13	30.0
8	14	30.0
8	15	30.0
8	16	31.56
8	17	50.63
8	18	49.42
8	19	29.99
8	20	24.99
8	21	25.1
8	22	24.84
8	23	23.91
8	24	17.04
9	1	0.85
9	2	0.43
9	3	0.49
9	4	0.45
9	5	0.39
9	6	0.95
9	7	1.33
9	8	2.03
9	9	2.11
9	10	3.38
9	11	3.26
9	12	3.19
9	13	2.8
9	14	2.94
9	15	2.93
9	16	3.47
9	17	3.47
9	18	2.03
9	19	2.33
9	20	2.05
9	21	2.04
9	22	2.8
9	23	1.27
9	24	0.0
10	1	52.23
10	2	50.87
10	3	50.43
10	4	52.26
10	5	53.06
10	6	79.5
10	7	115.51
10	8	106.71
10	9	89.55
10	10	82.75
10	11	77.02
10	12	63.95
10	13	59.95
10	14	60.11
10	15	57.98
10	16	61.82
10	17	72.69
10	18	79.91
10	19	98.43
10	20	83.95
10	21	85.0
10	22	72.45
10	23	70.94
10	24	51.55
11	1	87.02
11	2	84.32
11	3	81.82
11	4	80.63
11	5	79.04
11	6	82.1
11	7	94.3
11	8	111.22
11	9	121.11
11	10	120.73
11	11	113.9
11	12	105.54
11	13	97.84
11	14	94.88
11	15	102.46
11	16	110.64
11	17	128.0
11	18	132.31
11	19	130.01
11	20	122.12
11	21	114.21
11	22	99.85
11	23	97.08
11	24	88.83
12	1	39.35
12	2	39.23
12	3	39.15
12	4	39.2
12	5	39.93
12	6	42.27
12	7	43.25
12	8	43.33
12	9	42.39
12	10	41.82
12	11	42.39
12	12	42.18
12	13	41.84
12	14	41.74
12	15	40.83
12	16	42.01
12	17	42.83
12	18	43.01
12	19	42.66
12	20	42.18
12	21	41.54
12	22	39.73
12	23	38.4
12	24	39.45
13	1	46.53
13	2	45.89
13	3	46.2
13	4	45.57
13	5	45.55
13	6	46.89
13	7	65.24
13	8	91.78
13	9	105.79
13	10	82.95
13	11	76.41
13	12	66.83
13	13	62.95
13	14	59.27
13	15	52.79
13	16	51.94
13	17	50.94
13	18	50.83
13	19	47.25
13	20	46.42
13	21	45.73
13	22	46.37
13	23	43.74
13	24	43.37
14	1	48.68
14	2	46.66
14	3	44.94
14	4	48.66
14	5	50.74
14	6	53.13
14	7	59.39
14	8	66.05
14	9	89.02
14	10	85.25
14	11	81.35
14	12	76.22
14	13	72.63
14	14	75.44
14	15	79.56
14	16	89.1
14	17	81.53
14	18	119.56
14	19	111.96
14	20	95.73
14	21	88.24
14	22	83.64
14	23	77.93
14	24	72.83
