Node	Time	Res_CapacityDownVolume
1	1	450.0
1	2	450.0
1	3	450.0
1	4	442.0
1	5	450.0
1	6	400.0
1	7	250.0
1	8	250.0
1	9	250.0
1	10	250.0
1	11	300.0
1	12	499.0
1	13	545.0
1	14	622.0
1	15	482.0
1	16	200.0
1	17	200.0
1	18	200.0
1	19	300.0
1	20	300.0
1	21	300.0
1	22	300.0
1	23	350.0
1	24	447.0
2	1	273.0
2	2	294.0
2	3	349.0
2	4	352.0
2	5	302.0
2	6	299.0
2	7	220.0
2	8	140.0
2	9	140.0
2	10	140.0
2	11	140.0
2	12	32.0
2	13	32.0
2	14	140.0
2	15	32.0
2	16	0.0
2	17	0.0
2	18	0.0
2	19	0.0
2	20	32.0
2	21	23.0
2	22	27.0
2	23	86.0
2	24	170.0
3	1	378.0
3	2	378.0
3	3	378.0
3	4	378.0
3	5	378.0
3	6	378.0
3	7	250.0
3	8	250.0
3	9	250.0
3	10	250.0
3	11	300.0
3	12	378.0
3	13	378.0
3	14	378.0
3	15	378.0
3	16	200.0
3	17	200.0
3	18	200.0
3	19	300.0
3	20	300.0
3	21	300.0
3	22	300.0
3	23	350.0
3	24	300.0
4	1	250.0
4	2	250.0
4	3	250.0
4	4	250.0
4	5	250.0
4	6	250.0
4	7	240.0
4	8	240.0
4	9	240.0
4	10	250.0
4	11	240.0
4	12	300.0
4	13	300.0
4	14	300.0
4	15	250.0
4	16	200.0
4	17	200.0
4	18	190.0
4	19	190.0
4	20	190.0
4	21	190.0
4	22	190.0
4	23	250.0
4	24	346.0
5	1	175.0
5	2	175.0
5	3	175.0
5	4	175.0
5	5	175.0
5	6	175.0
5	7	121.0
5	8	121.0
5	9	105.0
5	10	55.0
5	11	85.0
5	12	85.0
5	13	55.0
5	14	83.0
5	15	0.0
5	16	90.0
5	17	110.0
5	18	0.0
5	19	84.0
5	20	104.0
5	21	121.0
5	22	121.0
5	23	175.0
5	24	185.0
6	1	50.0
6	2	50.0
6	3	50.0
6	4	50.0
6	5	50.0
6	6	79.0
6	7	50.0
6	8	50.0
6	9	79.0
6	10	50.0
6	11	79.0
6	12	79.0
6	13	53.0
6	14	50.0
6	15	50.0
6	16	50.0
6	17	79.0
6	18	79.0
6	19	50.0
6	20	50.0
6	21	50.0
6	22	50.0
6	23	50.0
6	24	50.0
7	1	288.0
7	2	288.0
7	3	288.0
7	4	288.0
7	5	288.0
7	6	288.0
7	7	250.0
7	8	154.0
7	9	137.0
7	10	135.0
7	11	177.0
7	12	227.0
7	13	288.0
7	14	288.0
7	15	288.0
7	16	125.0
7	17	133.0
7	18	150.0
7	19	250.0
7	20	250.0
7	21	250.0
7	22	250.0
7	23	288.0
7	24	295.0
8	1	50.0
8	2	50.0
8	3	100.0
8	4	100.0
8	5	69.0
8	6	69.0
8	7	69.0
8	8	119.0
8	9	58.0
8	10	58.0
8	11	58.0
8	12	58.0
8	13	58.0
8	14	58.0
8	15	58.0
8	16	108.0
8	17	108.0
8	18	58.0
8	19	8.0
8	20	8.0
8	21	19.0
8	22	19.0
8	23	19.0
8	24	33.0
9	1	277.0
9	2	300.0
9	3	300.0
9	4	300.0
9	5	300.0
9	6	300.0
9	7	250.0
9	8	250.0
9	9	200.0
9	10	160.0
9	11	203.0
9	12	248.0
9	13	300.0
9	14	300.0
9	15	300.0
9	16	160.0
9	17	160.0
9	18	200.0
9	19	300.0
9	20	300.0
9	21	300.0
9	22	300.0
9	23	277.0
9	24	288.0
10	1	0.0
10	2	0.0
10	3	10.0
10	4	10.0
10	5	100.0
10	6	100.0
10	7	100.0
10	8	150.0
10	9	100.0
10	10	100.0
10	11	100.0
10	12	100.0
10	13	100.0
10	14	100.0
10	15	100.0
10	16	150.0
10	17	150.0
10	18	100.0
10	19	50.0
10	20	50.0
10	21	50.0
10	22	50.0
10	23	50.0
10	24	50.0
11	1	372.0
11	2	372.0
11	3	372.0
11	4	372.0
11	5	372.0
11	6	318.0
11	7	307.0
11	8	300.0
11	9	300.0
11	10	250.0
11	11	318.0
11	12	318.0
11	13	318.0
11	14	328.0
11	15	328.0
11	16	200.0
11	17	200.0
11	18	195.0
11	19	230.0
11	20	250.0
11	21	300.0
11	22	328.0
11	23	305.0
11	24	382.0
12	1	260.0
12	2	260.0
12	3	260.0
12	4	260.0
12	5	260.0
12	6	230.0
12	7	240.0
12	8	250.0
12	9	250.0
12	10	250.0
12	11	300.0
12	12	320.0
12	13	320.0
12	14	320.0
12	15	290.0
12	16	210.0
12	17	200.0
12	18	200.0
12	19	210.0
12	20	240.0
12	21	240.0
12	22	260.0
12	23	258.0
12	24	410.0
13	1	315.0
13	2	315.0
13	3	315.0
13	4	315.0
13	5	315.0
13	6	315.0
13	7	315.0
13	8	272.0
13	9	156.0
13	10	156.0
13	11	156.0
13	12	156.0
13	13	156.0
13	14	156.0
13	15	156.0
13	16	156.0
13	17	156.0
13	18	123.0
13	19	123.0
13	20	156.0
13	21	272.0
13	22	272.0
13	23	272.0
13	24	272.0
14	1	400.0
14	2	400.0
14	3	400.0
14	4	400.0
14	5	400.0
14	6	340.0
14	7	158.0
14	8	158.0
14	9	158.0
14	10	158.0
14	11	258.0
14	12	350.0
14	13	400.0
14	14	400.0
14	15	400.0
14	16	200.0
14	17	200.0
14	18	196.0
14	19	290.0
14	20	300.0
14	21	300.0
14	22	300.0
14	23	340.0
14	24	450.0
