Node	Time	ActivationFactorDwnRegulation
3	1	0
4	1	1
3	2	1
4	2	0
3	3	0
4	3	1
3	4	0
4	4	1
3	5	0
4	5	1
3	6	1
4	6	0
3	7	0
4	7	1
3	8	1
4	8	0
3	9	1
4	9	0
3	10	1
4	10	0
3	11	1
4	11	0
3	12	1
4	12	0
3	13	1
4	13	0
3	14	0
4	14	1
3	15	0
4	15	1
3	16	1
4	16	0
3	17	0
4	17	1
3	18	0
4	18	1
3	19	0
4	19	1
3	20	0
4	20	1
3	21	1
4	21	0
3	22	0
4	22	1
3	23	0
4	23	1
3	24	1
4	24	0
5	1	0
6	1	1
5	2	1
6	2	0
5	3	0
6	3	1
5	4	0
6	4	1
5	5	0
6	5	1
5	6	1
6	6	0
5	7	0
6	7	1
5	8	0
6	8	1
5	9	1
6	9	0
5	10	0
6	10	1
5	11	1
6	11	0
5	12	0
6	12	1
5	13	1
6	13	0
5	14	1
6	14	0
5	15	0
6	15	1
5	16	0
6	16	1
5	17	1
6	17	0
5	18	1
6	18	0
5	19	0
6	19	1
5	20	0
6	20	1
5	21	1
6	21	0
5	22	1
6	22	0
5	23	0
6	23	1
5	24	0
6	24	1
7	1	1
8	1	0
7	2	1
8	2	0
7	3	1
8	3	0
7	4	0
8	4	1
7	5	0
8	5	1
7	6	1
8	6	0
7	7	1
8	7	0
7	8	0
8	8	1
7	9	0
8	9	1
7	10	0
8	10	1
7	11	0
8	11	1
7	12	0
8	12	1
7	13	0
8	13	1
7	14	1
8	14	0
7	15	0
8	15	1
7	16	1
8	16	0
7	17	0
8	17	1
7	18	1
8	18	0
7	19	0
8	19	1
7	20	1
8	20	0
7	21	1
8	21	0
7	22	1
8	22	0
7	23	0
8	23	1
7	24	1
8	24	0
9	1	1
10	1	0
9	2	0
10	2	1
9	3	1
10	3	0
9	4	1
10	4	0
9	5	0
10	5	1
9	6	1
10	6	0
9	7	1
10	7	0
9	8	1
10	8	0
9	9	0
10	9	1
9	10	1
10	10	0
9	11	1
10	11	0
9	12	1
10	12	0
9	13	0
10	13	1
9	14	0
10	14	1
9	15	0
10	15	1
9	16	1
10	16	0
9	17	0
10	17	1
9	18	1
10	18	0
9	19	1
10	19	0
9	20	1
10	20	0
9	21	0
10	21	1
9	22	1
10	22	0
9	23	0
10	23	1
9	24	0
10	24	1
11	1	1
12	1	0
11	2	1
12	2	0
11	3	1
12	3	0
11	4	0
12	4	1
11	5	1
12	5	0
11	6	0
12	6	1
11	7	1
12	7	0
11	8	0
12	8	1
11	9	0
12	9	1
11	10	1
12	10	0
11	11	1
12	11	0
11	12	1
12	12	0
11	13	1
12	13	0
11	14	1
12	14	0
11	15	0
12	15	1
11	16	1
12	16	0
11	17	0
12	17	1
11	18	1
12	18	0
11	19	1
12	19	0
11	20	1
12	20	0
11	21	0
12	21	1
11	22	1
12	22	0
11	23	0
12	23	1
11	24	1
12	24	0
13	1	0
14	1	1
13	2	0
14	2	1
13	3	0
14	3	1
13	4	0
14	4	1
13	5	1
14	5	0
13	6	1
14	6	0
13	7	1
14	7	0
13	8	1
14	8	0
13	9	1
14	9	0
13	10	0
14	10	1
13	11	1
14	11	0
13	12	0
14	12	1
13	13	0
14	13	1
13	14	0
14	14	1
13	15	0
14	15	1
13	16	1
14	16	0
13	17	0
14	17	1
13	18	1
14	18	0
13	19	0
14	19	1
13	20	1
14	20	0
13	21	0
14	21	1
13	22	0
14	22	1
13	23	0
14	23	1
13	24	1
14	24	0
