Node	Time	ActivationFactorDwnRegulation
3	1	0
4	1	0
5	1	0
6	1	0
7	1	0
8	1	0
9	1	1
10	1	1
11	1	0
12	1	1
13	1	0
14	1	0
15	1	0
16	1	0
17	1	1
18	1	1
19	1	0
20	1	1
21	1	1
22	1	0
23	1	0
24	1	0
25	1	0
26	1	1
27	1	0
28	1	1
29	1	0
30	1	1
31	1	1
32	1	0
33	1	0
34	1	0
35	1	0
36	1	0
37	1	0
38	1	0
39	1	1
40	1	0
41	1	0
42	1	1
43	1	0
44	1	0
45	1	0
46	1	0
47	1	0
48	1	0
49	1	0
50	1	0
51	1	0
52	1	0
53	1	1
54	1	1
55	1	0
56	1	0
57	1	0
3	2	0
4	2	1
5	2	0
6	2	0
7	2	0
8	2	1
9	2	1
10	2	0
11	2	1
12	2	0
13	2	1
14	2	0
15	2	1
16	2	1
17	2	1
18	2	1
19	2	0
20	2	0
21	2	0
22	2	0
23	2	1
24	2	0
25	2	1
26	2	0
27	2	0
28	2	1
29	2	1
30	2	1
31	2	1
32	2	0
33	2	0
34	2	0
35	2	0
36	2	1
37	2	1
38	2	0
39	2	1
40	2	0
41	2	1
42	2	1
43	2	0
44	2	0
45	2	0
46	2	0
47	2	1
48	2	0
49	2	0
50	2	0
51	2	0
52	2	1
53	2	1
54	2	0
55	2	1
56	2	1
57	2	1
3	3	1
4	3	0
5	3	1
6	3	0
7	3	0
8	3	1
9	3	1
10	3	0
11	3	1
12	3	1
13	3	1
14	3	0
15	3	0
16	3	0
17	3	1
18	3	1
19	3	0
20	3	0
21	3	1
22	3	0
23	3	0
24	3	0
25	3	0
26	3	0
27	3	0
28	3	0
29	3	0
30	3	1
31	3	0
32	3	1
33	3	0
34	3	0
35	3	0
36	3	1
37	3	0
38	3	0
39	3	0
40	3	1
41	3	0
42	3	0
43	3	0
44	3	0
45	3	0
46	3	0
47	3	1
48	3	1
49	3	1
50	3	1
51	3	0
52	3	0
53	3	0
54	3	0
55	3	0
56	3	1
57	3	0
3	4	0
4	4	1
5	4	1
6	4	0
7	4	1
8	4	1
9	4	1
10	4	0
11	4	0
12	4	0
13	4	0
14	4	0
15	4	1
16	4	0
17	4	1
18	4	0
19	4	1
20	4	1
21	4	0
22	4	0
23	4	0
24	4	1
25	4	0
26	4	1
27	4	0
28	4	1
29	4	1
30	4	0
31	4	0
32	4	1
33	4	1
34	4	0
35	4	0
36	4	1
37	4	0
38	4	0
39	4	0
40	4	0
41	4	1
42	4	1
43	4	1
44	4	1
45	4	0
46	4	1
47	4	0
48	4	0
49	4	0
50	4	1
51	4	0
52	4	0
53	4	0
54	4	1
55	4	0
56	4	0
57	4	0
3	5	0
4	5	0
5	5	1
6	5	0
7	5	0
8	5	1
9	5	1
10	5	1
11	5	0
12	5	0
13	5	0
14	5	1
15	5	1
16	5	0
17	5	1
18	5	0
19	5	0
20	5	1
21	5	0
22	5	0
23	5	1
24	5	0
25	5	1
26	5	1
27	5	0
28	5	1
29	5	0
30	5	1
31	5	1
32	5	0
33	5	1
34	5	1
35	5	1
36	5	1
37	5	0
38	5	0
39	5	0
40	5	1
41	5	0
42	5	0
43	5	1
44	5	0
45	5	0
46	5	0
47	5	1
48	5	1
49	5	0
50	5	0
51	5	0
52	5	0
53	5	1
54	5	0
55	5	1
56	5	1
57	5	1
3	6	0
4	6	0
5	6	1
6	6	1
7	6	0
8	6	1
9	6	0
10	6	1
11	6	0
12	6	0
13	6	0
14	6	1
15	6	0
16	6	0
17	6	1
18	6	1
19	6	0
20	6	1
21	6	0
22	6	1
23	6	0
24	6	1
25	6	0
26	6	0
27	6	0
28	6	0
29	6	1
30	6	1
31	6	0
32	6	1
33	6	1
34	6	0
35	6	0
36	6	1
37	6	1
38	6	0
39	6	0
40	6	1
41	6	1
42	6	1
43	6	0
44	6	0
45	6	0
46	6	1
47	6	0
48	6	1
49	6	0
50	6	0
51	6	1
52	6	1
53	6	0
54	6	0
55	6	0
56	6	0
57	6	0
3	7	0
4	7	0
5	7	0
6	7	0
7	7	1
8	7	1
9	7	0
10	7	0
11	7	0
12	7	1
13	7	1
14	7	1
15	7	0
16	7	0
17	7	1
18	7	0
19	7	1
20	7	1
21	7	0
22	7	1
23	7	1
24	7	0
25	7	0
26	7	1
27	7	1
28	7	0
29	7	0
30	7	1
31	7	0
32	7	0
33	7	0
34	7	0
35	7	0
36	7	0
37	7	0
38	7	1
39	7	0
40	7	0
41	7	0
42	7	1
43	7	0
44	7	0
45	7	0
46	7	1
47	7	1
48	7	0
49	7	1
50	7	0
51	7	0
52	7	1
53	7	1
54	7	0
55	7	1
56	7	1
57	7	0
3	8	1
4	8	1
5	8	1
6	8	1
7	8	0
8	8	0
9	8	0
10	8	0
11	8	1
12	8	1
13	8	1
14	8	0
15	8	1
16	8	0
17	8	1
18	8	1
19	8	0
20	8	1
21	8	0
22	8	1
23	8	0
24	8	1
25	8	0
26	8	1
27	8	0
28	8	1
29	8	0
30	8	1
31	8	0
32	8	0
33	8	1
34	8	0
35	8	1
36	8	0
37	8	1
38	8	0
39	8	1
40	8	0
41	8	1
42	8	0
43	8	0
44	8	0
45	8	0
46	8	0
47	8	1
48	8	0
49	8	0
50	8	0
51	8	0
52	8	1
53	8	0
54	8	0
55	8	1
56	8	1
57	8	1
3	9	0
4	9	0
5	9	0
6	9	0
7	9	0
8	9	0
9	9	0
10	9	1
11	9	0
12	9	1
13	9	0
14	9	1
15	9	0
16	9	0
17	9	0
18	9	0
19	9	0
20	9	0
21	9	0
22	9	0
23	9	0
24	9	0
25	9	1
26	9	0
27	9	0
28	9	0
29	9	0
30	9	1
31	9	0
32	9	1
33	9	0
34	9	1
35	9	1
36	9	0
37	9	0
38	9	1
39	9	1
40	9	1
41	9	1
42	9	1
43	9	1
44	9	0
45	9	1
46	9	1
47	9	0
48	9	1
49	9	0
50	9	1
51	9	0
52	9	0
53	9	0
54	9	0
55	9	0
56	9	1
57	9	1
3	10	1
4	10	1
5	10	0
6	10	0
7	10	0
8	10	1
9	10	0
10	10	1
11	10	0
12	10	0
13	10	1
14	10	1
15	10	1
16	10	0
17	10	1
18	10	1
19	10	0
20	10	0
21	10	1
22	10	1
23	10	1
24	10	1
25	10	0
26	10	1
27	10	0
28	10	0
29	10	1
30	10	0
31	10	0
32	10	0
33	10	0
34	10	0
35	10	0
36	10	1
37	10	1
38	10	0
39	10	1
40	10	1
41	10	0
42	10	0
43	10	0
44	10	0
45	10	0
46	10	1
47	10	1
48	10	0
49	10	1
50	10	1
51	10	0
52	10	0
53	10	1
54	10	0
55	10	1
56	10	0
57	10	1
3	11	1
4	11	0
5	11	0
6	11	1
7	11	0
8	11	0
9	11	0
10	11	1
11	11	1
12	11	1
13	11	0
14	11	0
15	11	0
16	11	1
17	11	1
18	11	1
19	11	1
20	11	0
21	11	0
22	11	0
23	11	0
24	11	0
25	11	0
26	11	0
27	11	0
28	11	0
29	11	0
30	11	1
31	11	0
32	11	1
33	11	1
34	11	0
35	11	0
36	11	0
37	11	1
38	11	1
39	11	0
40	11	0
41	11	0
42	11	0
43	11	0
44	11	0
45	11	1
46	11	0
47	11	1
48	11	0
49	11	1
50	11	0
51	11	0
52	11	0
53	11	0
54	11	1
55	11	0
56	11	0
57	11	0
3	12	0
4	12	0
5	12	0
6	12	0
7	12	0
8	12	1
9	12	0
10	12	0
11	12	0
12	12	1
13	12	0
14	12	0
15	12	0
16	12	1
17	12	0
18	12	1
19	12	1
20	12	1
21	12	0
22	12	0
23	12	0
24	12	1
25	12	1
26	12	1
27	12	1
28	12	0
29	12	0
30	12	0
31	12	0
32	12	0
33	12	0
34	12	0
35	12	0
36	12	1
37	12	0
38	12	0
39	12	1
40	12	0
41	12	0
42	12	0
43	12	1
44	12	0
45	12	1
46	12	0
47	12	1
48	12	1
49	12	1
50	12	0
51	12	0
52	12	0
53	12	0
54	12	0
55	12	1
56	12	1
57	12	0
3	13	0
4	13	0
5	13	0
6	13	1
7	13	0
8	13	1
9	13	0
10	13	1
11	13	0
12	13	0
13	13	1
14	13	1
15	13	0
16	13	0
17	13	0
18	13	0
19	13	0
20	13	1
21	13	0
22	13	1
23	13	1
24	13	0
25	13	0
26	13	0
27	13	0
28	13	1
29	13	0
30	13	0
31	13	1
32	13	0
33	13	1
34	13	1
35	13	0
36	13	1
37	13	0
38	13	1
39	13	0
40	13	0
41	13	0
42	13	0
43	13	0
44	13	0
45	13	0
46	13	0
47	13	0
48	13	0
49	13	0
50	13	0
51	13	1
52	13	0
53	13	1
54	13	0
55	13	1
56	13	0
57	13	1
3	14	0
4	14	1
5	14	0
6	14	1
7	14	1
8	14	0
9	14	1
10	14	0
11	14	0
12	14	0
13	14	0
14	14	0
15	14	0
16	14	0
17	14	0
18	14	0
19	14	1
20	14	1
21	14	1
22	14	1
23	14	0
24	14	0
25	14	0
26	14	0
27	14	0
28	14	1
29	14	0
30	14	0
31	14	0
32	14	0
33	14	0
34	14	0
35	14	0
36	14	1
37	14	0
38	14	0
39	14	1
40	14	0
41	14	0
42	14	1
43	14	1
44	14	1
45	14	1
46	14	1
47	14	1
48	14	1
49	14	1
50	14	1
51	14	1
52	14	0
53	14	1
54	14	0
55	14	0
56	14	0
57	14	1
3	15	0
4	15	0
5	15	0
6	15	0
7	15	0
8	15	0
9	15	0
10	15	0
11	15	0
12	15	0
13	15	0
14	15	0
15	15	1
16	15	0
17	15	0
18	15	1
19	15	1
20	15	1
21	15	1
22	15	0
23	15	1
24	15	1
25	15	1
26	15	1
27	15	0
28	15	1
29	15	1
30	15	0
31	15	0
32	15	0
33	15	1
34	15	0
35	15	0
36	15	0
37	15	0
38	15	0
39	15	1
40	15	1
41	15	0
42	15	0
43	15	0
44	15	0
45	15	0
46	15	1
47	15	0
48	15	0
49	15	1
50	15	1
51	15	0
52	15	0
53	15	1
54	15	0
55	15	0
56	15	0
57	15	0
3	16	0
4	16	1
5	16	1
6	16	0
7	16	1
