Node	Time	ActivationFactorDwnRegulation
3	1	0
4	1	0
5	1	0
6	1	0
7	1	0
8	1	1
9	1	0
10	1	1
11	1	1
12	1	1
13	1	0
14	1	0
15	1	0
16	1	0
17	1	1
18	1	0
19	1	1
20	1	1
21	1	0
22	1	1
23	1	0
24	1	0
25	1	0
26	1	1
27	1	0
28	1	1
29	1	0
30	1	0
31	1	0
32	1	1
33	1	0
34	1	0
35	1	0
36	1	1
37	1	0
38	1	1
39	1	1
40	1	0
41	1	0
42	1	0
43	1	1
44	1	0
45	1	0
46	1	1
47	1	0
48	1	1
49	1	0
50	1	0
51	1	0
52	1	0
53	1	0
54	1	0
55	1	0
56	1	0
57	1	0
3	2	1
4	2	1
5	2	1
6	2	0
7	2	0
8	2	1
9	2	0
10	2	0
11	2	0
12	2	1
13	2	0
14	2	0
15	2	0
16	2	1
17	2	1
18	2	1
19	2	0
20	2	1
21	2	0
22	2	1
23	2	1
24	2	0
25	2	0
26	2	0
27	2	0
28	2	1
29	2	0
30	2	1
31	2	1
32	2	0
33	2	1
34	2	0
35	2	1
36	2	0
37	2	1
38	2	0
39	2	1
40	2	0
41	2	1
42	2	0
43	2	1
44	2	0
45	2	0
46	2	1
47	2	1
48	2	1
49	2	0
50	2	0
51	2	0
52	2	0
53	2	0
54	2	1
55	2	1
56	2	1
57	2	1
3	3	0
4	3	1
5	3	1
6	3	0
7	3	1
8	3	0
9	3	0
10	3	1
11	3	0
12	3	1
13	3	1
14	3	1
15	3	1
16	3	0
17	3	1
18	3	0
19	3	0
20	3	1
21	3	1
22	3	0
23	3	0
24	3	0
25	3	0
26	3	0
27	3	0
28	3	0
29	3	1
30	3	0
31	3	1
32	3	1
33	3	0
34	3	1
35	3	1
36	3	1
37	3	1
38	3	1
39	3	1
40	3	1
41	3	0
42	3	1
43	3	0
44	3	0
45	3	0
46	3	1
47	3	0
48	3	0
49	3	0
50	3	1
51	3	0
52	3	1
53	3	0
54	3	0
55	3	0
56	3	0
57	3	0
3	4	0
4	4	1
5	4	1
6	4	0
7	4	0
8	4	0
9	4	0
10	4	1
11	4	0
12	4	1
13	4	1
14	4	1
15	4	1
16	4	1
17	4	0
18	4	0
19	4	0
20	4	0
21	4	1
22	4	0
23	4	1
24	4	0
25	4	0
26	4	1
27	4	1
28	4	1
29	4	0
30	4	1
31	4	0
32	4	0
33	4	0
34	4	0
35	4	1
36	4	1
37	4	1
38	4	0
39	4	0
40	4	1
41	4	1
42	4	0
43	4	1
44	4	0
45	4	0
46	4	0
47	4	0
48	4	0
49	4	0
50	4	0
51	4	1
52	4	1
53	4	1
54	4	1
55	4	1
56	4	1
57	4	1
3	5	1
4	5	0
5	5	1
6	5	0
7	5	1
8	5	0
9	5	1
10	5	0
11	5	1
12	5	1
13	5	0
14	5	0
15	5	1
16	5	0
17	5	0
18	5	0
19	5	0
20	5	1
21	5	1
22	5	0
23	5	1
24	5	1
25	5	1
26	5	0
27	5	0
28	5	0
29	5	0
30	5	1
31	5	0
32	5	0
33	5	1
34	5	0
35	5	0
36	5	0
37	5	0
38	5	0
39	5	1
40	5	0
41	5	0
42	5	0
43	5	1
44	5	0
45	5	0
46	5	1
47	5	1
48	5	1
49	5	0
50	5	1
51	5	0
52	5	1
53	5	1
54	5	0
55	5	0
56	5	0
57	5	1
3	6	0
4	6	1
5	6	0
6	6	0
7	6	1
8	6	0
9	6	0
10	6	0
11	6	1
12	6	1
13	6	1
14	6	0
15	6	1
16	6	0
17	6	1
18	6	0
19	6	0
20	6	1
21	6	1
22	6	1
23	6	1
24	6	0
25	6	0
26	6	1
27	6	0
28	6	1
29	6	1
30	6	0
31	6	0
32	6	0
33	6	0
34	6	1
35	6	0
36	6	0
37	6	0
38	6	0
39	6	0
40	6	0
41	6	1
42	6	1
43	6	0
44	6	0
45	6	0
46	6	0
47	6	0
48	6	0
49	6	1
50	6	1
51	6	0
52	6	0
53	6	0
54	6	0
55	6	0
56	6	0
57	6	1
3	7	0
4	7	0
5	7	0
6	7	0
7	7	0
8	7	0
9	7	1
10	7	1
11	7	0
12	7	0
13	7	0
14	7	1
15	7	1
16	7	0
17	7	1
18	7	1
19	7	1
20	7	1
21	7	1
22	7	0
23	7	0
24	7	0
25	7	0
26	7	0
27	7	0
28	7	1
29	7	0
30	7	1
31	7	0
32	7	1
33	7	0
34	7	1
35	7	0
36	7	1
37	7	1
38	7	1
39	7	0
40	7	0
41	7	1
42	7	1
43	7	1
44	7	0
45	7	0
46	7	0
47	7	0
48	7	1
49	7	0
50	7	0
51	7	0
52	7	1
53	7	1
54	7	1
55	7	1
56	7	0
57	7	1
3	8	0
4	8	0
5	8	0
6	8	0
7	8	0
8	8	1
9	8	1
10	8	1
11	8	0
12	8	0
13	8	0
14	8	0
15	8	1
16	8	1
17	8	0
18	8	0
19	8	0
20	8	1
21	8	1
22	8	0
23	8	0
24	8	1
25	8	0
26	8	1
27	8	1
28	8	0
29	8	1
30	8	0
31	8	1
32	8	0
33	8	0
34	8	1
35	8	1
36	8	0
37	8	0
38	8	0
39	8	1
40	8	0
41	8	0
42	8	0
43	8	1
44	8	0
45	8	1
46	8	1
47	8	0
48	8	0
49	8	0
50	8	0
51	8	1
52	8	0
53	8	0
54	8	1
55	8	0
56	8	1
57	8	1
3	9	0
4	9	0
5	9	0
6	9	1
7	9	0
8	9	0
9	9	1
10	9	0
11	9	1
12	9	1
13	9	1
14	9	0
15	9	0
16	9	1
17	9	0
18	9	1
19	9	1
20	9	1
21	9	0
22	9	1
23	9	0
24	9	0
25	9	0
26	9	0
27	9	0
28	9	1
29	9	1
30	9	0
31	9	1
32	9	0
33	9	0
34	9	0
35	9	0
36	9	0
37	9	0
38	9	0
39	9	1
40	9	0
41	9	0
42	9	0
43	9	0
44	9	1
45	9	1
46	9	1
47	9	0
48	9	1
49	9	0
50	9	0
51	9	1
52	9	1
53	9	0
54	9	1
55	9	0
56	9	0
57	9	0
3	10	1
4	10	0
5	10	1
6	10	0
7	10	0
8	10	0
9	10	1
10	10	0
11	10	1
12	10	0
13	10	1
14	10	1
15	10	1
16	10	1
17	10	0
18	10	1
19	10	1
20	10	0
21	10	0
22	10	1
23	10	1
24	10	0
25	10	0
26	10	0
27	10	1
28	10	0
29	10	1
30	10	0
31	10	0
32	10	0
33	10	0
34	10	1
35	10	0
36	10	1
37	10	0
38	10	0
39	10	0
40	10	1
41	10	0
42	10	1
43	10	1
44	10	0
45	10	1
46	10	1
47	10	1
48	10	0
49	10	1
50	10	1
51	10	0
52	10	1
53	10	0
54	10	0
55	10	1
56	10	1
57	10	0
3	11	1
4	11	0
5	11	1
6	11	0
7	11	0
8	11	1
9	11	0
10	11	1
11	11	1
12	11	0
13	11	0
14	11	0
15	11	0
16	11	0
17	11	0
18	11	0
19	11	0
20	11	1
21	11	1
22	11	1
23	11	0
24	11	0
25	11	1
26	11	0
27	11	1
28	11	0
29	11	1
30	11	0
31	11	1
32	11	0
33	11	0
34	11	0
35	11	0
36	11	1
37	11	0
38	11	0
39	11	1
40	11	1
41	11	1
42	11	1
43	11	0
44	11	1
45	11	1
46	11	0
47	11	0
48	11	1
49	11	1
50	11	1
51	11	1
52	11	1
53	11	1
54	11	0
55	11	0
56	11	1
57	11	1
3	12	1
4	12	0
5	12	0
6	12	1
7	12	1
8	12	1
9	12	0
10	12	0
11	12	1
12	12	0
13	12	0
14	12	0
15	12	0
16	12	0
17	12	1
18	12	0
19	12	0
20	12	0
21	12	0
22	12	1
23	12	0
24	12	1
25	12	1
26	12	0
27	12	0
28	12	1
29	12	1
30	12	0
31	12	1
32	12	1
33	12	1
34	12	0
35	12	1
36	12	0
37	12	1
38	12	0
39	12	1
40	12	1
41	12	0
42	12	0
43	12	0
44	12	1
45	12	0
46	12	1
47	12	1
48	12	1
49	12	0
50	12	0
51	12	0
52	12	0
53	12	0
54	12	0
55	12	1
56	12	1
57	12	1
3	13	0
4	13	1
5	13	1
6	13	0
7	13	0
8	13	1
9	13	1
10	13	1
11	13	0
12	13	0
13	13	0
14	13	0
15	13	1
16	13	0
17	13	0
18	13	0
19	13	0
20	13	0
21	13	0
22	13	1
23	13	0
24	13	0
25	13	0
26	13	0
27	13	0
28	13	0
29	13	0
30	13	0
31	13	0
32	13	1
33	13	0
34	13	1
35	13	0
36	13	0
37	13	0
38	13	0
39	13	1
40	13	1
41	13	1
42	13	1
43	13	0
44	13	0
45	13	0
46	13	0
47	13	0
48	13	1
49	13	1
50	13	0
51	13	0
52	13	1
53	13	0
54	13	0
55	13	0
56	13	1
57	13	1
3	14	0
4	14	0
5	14	0
6	14	1
7	14	1
8	14	0
9	14	0
10	14	0
11	14	0
12	14	1
13	14	0
14	14	1
15	14	0
16	14	1
17	14	1
18	14	0
19	14	1
20	14	0
21	14	0
22	14	0
23	14	0
24	14	1
25	14	1
26	14	0
27	14	1
28	14	1
29	14	0
30	14	0
31	14	0
32	14	1
33	14	0
34	14	1
35	14	0
36	14	1
37	14	1
38	14	0
39	14	0
40	14	0
41	14	0
42	14	0
43	14	0
44	14	0
45	14	1
46	14	0
47	14	1
48	14	0
49	14	1
50	14	0
51	14	0
52	14	1
53	14	0
54	14	0
55	14	0
56	14	0
57	14	0
3	15	1
4	15	1
5	15	0
6	15	0
7	15	1
8	15	0
9	15	1
10	15	0
11	15	1
12	15	1
13	15	0
14	15	1
15	15	0
16	15	0
17	15	1
18	15	1
19	15	1
20	15	0
21	15	0
22	15	0
23	15	1
24	15	1
25	15	0
26	15	0
27	15	1
28	15	1
29	15	0
30	15	0
31	15	1
32	15	1
33	15	0
34	15	1
35	15	1
36	15	1
37	15	0
38	15	1
39	15	1
40	15	1
41	15	0
42	15	0
43	15	0
44	15	0
45	15	0
46	15	1
47	15	0
48	15	0
49	15	0
50	15	0
51	15	1
52	15	0
53	15	1
54	15	0
55	15	1
56	15	0
57	15	1
3	16	0
4	16	1
5	16	1
6	16	1
7	16	0
