Node	NodeProbability
1	0.5
2	0.5
3	0.08333333333333333
4	0.08333333333333333
5	0.08333333333333333
6	0.08333333333333333
7	0.08333333333333333
8	0.08333333333333333
9	0.08333333333333333
10	0.08333333333333333
11	0.08333333333333333
12	0.08333333333333333
13	0.08333333333333333
14	0.08333333333333333
15	0.013888888888888888
16	0.013888888888888888
17	0.013888888888888888
18	0.013888888888888888
19	0.013888888888888888
20	0.013888888888888888
21	0.013888888888888888
22	0.013888888888888888
23	0.013888888888888888
24	0.013888888888888888
25	0.013888888888888888
26	0.013888888888888888
27	0.013888888888888888
28	0.013888888888888888
29	0.013888888888888888
30	0.013888888888888888
31	0.013888888888888888
32	0.013888888888888888
33	0.013888888888888888
34	0.013888888888888888
35	0.013888888888888888
36	0.013888888888888888
37	0.013888888888888888
38	0.013888888888888888
39	0.013888888888888888
40	0.013888888888888888
41	0.013888888888888888
42	0.013888888888888888
43	0.013888888888888888
44	0.013888888888888888
45	0.013888888888888888
46	0.013888888888888888
47	0.013888888888888888
48	0.013888888888888888
49	0.013888888888888888
50	0.013888888888888888
51	0.013888888888888888
52	0.013888888888888888
53	0.013888888888888888
54	0.013888888888888888
55	0.013888888888888888
56	0.013888888888888888
57	0.013888888888888888
58	0.013888888888888888
59	0.013888888888888888
60	0.013888888888888888
61	0.013888888888888888
62	0.013888888888888888
63	0.013888888888888888
64	0.013888888888888888
65	0.013888888888888888
66	0.013888888888888888
67	0.013888888888888888
68	0.013888888888888888
69	0.013888888888888888
70	0.013888888888888888
71	0.013888888888888888
72	0.013888888888888888
73	0.013888888888888888
74	0.013888888888888888
75	0.013888888888888888
76	0.013888888888888888
77	0.013888888888888888
78	0.013888888888888888
79	0.013888888888888888
80	0.013888888888888888
81	0.013888888888888888
82	0.013888888888888888
83	0.013888888888888888
84	0.013888888888888888
85	0.013888888888888888
86	0.013888888888888888
