Node	Time	ActivationFactorUpRegulation
3	1	0
4	1	1
3	2	1
4	2	0
3	3	1
4	3	0
3	4	1
4	4	0
3	5	0
4	5	1
3	6	1
4	6	0
3	7	1
4	7	0
3	8	0
4	8	1
3	9	0
4	9	1
3	10	1
4	10	0
3	11	1
4	11	0
3	12	0
4	12	1
3	13	0
4	13	1
3	14	0
4	14	1
3	15	1
4	15	0
3	16	0
4	16	1
3	17	1
4	17	0
3	18	1
4	18	0
3	19	0
4	19	1
3	20	0
4	20	1
3	21	1
4	21	0
3	22	0
4	22	1
3	23	1
4	23	0
3	24	1
4	24	0
5	1	1
6	1	0
5	2	1
6	2	0
5	3	0
6	3	1
5	4	0
6	4	1
5	5	0
6	5	1
5	6	1
6	6	0
5	7	1
6	7	0
5	8	1
6	8	0
5	9	1
6	9	0
5	10	1
6	10	0
5	11	0
6	11	1
5	12	1
6	12	0
5	13	1
6	13	0
5	14	1
6	14	0
5	15	1
6	15	0
5	16	1
6	16	0
5	17	1
6	17	0
5	18	0
6	18	1
5	19	0
6	19	1
5	20	0
6	20	1
5	21	1
6	21	0
5	22	1
6	22	0
5	23	1
6	23	0
5	24	0
6	24	1
7	1	0
8	1	1
7	2	1
8	2	0
7	3	0
8	3	1
7	4	0
8	4	1
7	5	0
8	5	1
7	6	1
8	6	0
7	7	0
8	7	1
7	8	1
8	8	0
7	9	0
8	9	1
7	10	1
8	10	0
7	11	1
8	11	0
7	12	0
8	12	1
7	13	1
8	13	0
7	14	0
8	14	1
7	15	1
8	15	0
7	16	1
8	16	0
7	17	0
8	17	1
7	18	0
8	18	1
7	19	0
8	19	1
7	20	1
8	20	0
7	21	0
8	21	1
7	22	0
8	22	1
7	23	0
8	23	1
7	24	0
8	24	1
9	1	0
10	1	1
9	2	0
10	2	1
9	3	1
10	3	0
9	4	0
10	4	1
9	5	1
10	5	0
9	6	1
10	6	0
9	7	1
10	7	0
9	8	1
10	8	0
9	9	0
10	9	1
9	10	1
10	10	0
9	11	0
10	11	1
9	12	1
10	12	0
9	13	0
10	13	1
9	14	0
10	14	1
9	15	1
10	15	0
9	16	1
10	16	0
9	17	1
10	17	0
9	18	0
10	18	1
9	19	0
10	19	1
9	20	1
10	20	0
9	21	1
10	21	0
9	22	0
10	22	1
9	23	1
10	23	0
9	24	0
10	24	1
11	1	1
12	1	0
11	2	0
12	2	1
11	3	1
12	3	0
11	4	0
12	4	1
11	5	1
12	5	0
11	6	0
12	6	1
11	7	0
12	7	1
11	8	0
12	8	1
11	9	0
12	9	1
11	10	0
12	10	1
11	11	1
12	11	0
11	12	0
12	12	1
11	13	0
12	13	1
11	14	1
12	14	0
11	15	0
12	15	1
11	16	0
12	16	1
11	17	1
12	17	0
11	18	1
12	18	0
11	19	1
12	19	0
11	20	0
12	20	1
11	21	0
12	21	1
11	22	0
12	22	1
11	23	1
12	23	0
11	24	0
12	24	1
13	1	1
14	1	0
13	2	0
14	2	1
13	3	1
14	3	0
13	4	1
14	4	0
13	5	0
14	5	1
13	6	1
14	6	0
13	7	0
14	7	1
13	8	1
14	8	0
13	9	1
14	9	0
13	10	1
14	10	0
13	11	1
14	11	0
13	12	0
14	12	1
13	13	1
14	13	0
13	14	1
14	14	0
13	15	1
14	15	0
13	16	0
14	16	1
13	17	1
14	17	0
13	18	1
14	18	0
13	19	0
14	19	1
13	20	0
14	20	1
13	21	0
14	21	1
13	22	0
14	22	1
13	23	1
14	23	0
13	24	1
14	24	0
