Node	Time	Spot_Price
3	1	35.52
3	2	35.22
3	3	35.09
3	4	35.19
3	5	35.2
3	6	36.71
3	7	108.55
3	8	100.9
3	9	76.19
3	10	53.33
3	11	44.48
3	12	40.13
3	13	34.56
3	14	21.87
3	15	18.95
3	16	28.94
3	17	35.52
3	18	37.09
3	19	38.48
3	20	43.01
3	21	40.01
3	22	39.57
3	23	38.62
3	24	37.15
4	1	28.0
4	2	26.6
4	3	27.31
4	4	27.46
4	5	27.93
4	6	31.36
4	7	36.45
4	8	38.09
4	9	33.28
4	10	31.32
4	11	29.67
4	12	21.98
4	13	16.21
4	14	15.07
4	15	27.87
4	16	29.89
4	17	32.41
4	18	32.51
4	19	32.08
4	20	31.67
4	21	32.16
4	22	32.18
4	23	30.82
4	24	32.53
5	1	29.11
5	2	28.61
5	3	28.51
5	4	28.69
5	5	28.88
5	6	29.76
5	7	31.58
5	8	37.4
5	9	44.17
5	10	44.0
5	11	40.34
5	12	39.64
5	13	33.77
5	14	33.37
5	15	32.51
5	16	33.28
5	17	33.42
5	18	32.82
5	19	36.75
5	20	38.37
5	21	36.12
5	22	34.72
5	23	30.79
5	24	29.07
6	1	4.05
6	2	1.19
6	3	1.01
6	4	1.0
6	5	1.0
6	6	1.0
6	7	1.0
6	8	3.75
6	9	4.45
6	10	4.92
6	11	5.0
6	12	4.94
6	13	4.38
6	14	4.47
6	15	4.58
6	16	4.51
6	17	4.8
6	18	5.97
6	19	10.96
6	20	10.2
6	21	6.71
6	22	4.78
6	23	17.67
6	24	16.42
7	1	22.98
7	2	22.9
7	3	22.33
7	4	22.24
7	5	22.12
7	6	22.5
7	7	23.77
7	8	23.92
7	9	24.18
7	10	25.24
7	11	24.94
7	12	21.74
7	13	11.73
7	14	20.11
7	15	24.18
7	16	22.99
7	17	22.95
7	18	22.77
7	19	22.34
7	20	22.97
7	21	22.91
7	22	23.11
7	23	23.36
7	24	23.48
8	1	0.86
8	2	0.95
8	3	1.17
8	4	2.41
8	5	6.12
8	6	13.2
8	7	13.42
8	8	7.64
8	9	0.0
8	10	1.01
8	11	4.94
8	12	5.67
8	13	5.1
8	14	4.39
8	15	9.99
8	16	24.84
8	17	37.7
8	18	42.29
8	19	45.03
8	20	47.41
8	21	49.9
8	22	49.72
8	23	47.76
8	24	47.06
9	1	15.62
9	2	15.19
9	3	15.01
9	4	14.22
9	5	15.23
9	6	23.44
9	7	47.03
9	8	53.94
9	9	47.55
9	10	40.6
9	11	48.07
9	12	45.7
9	13	30.0
9	14	30.0
9	15	30.0
9	16	31.56
9	17	50.63
9	18	49.42
9	19	29.99
9	20	24.99
9	21	25.1
9	22	24.84
9	23	23.91
9	24	17.04
10	1	29.59
10	2	29.34
10	3	29.42
10	4	29.34
10	5	29.53
10	6	32.68
10	7	49.49
10	8	54.68
10	9	35.38
10	10	31.87
10	11	31.41
10	12	28.23
10	13	29.16
10	14	30.99
10	15	31.06
10	16	30.46
10	17	31.14
10	18	33.83
10	19	33.83
10	20	30.69
10	21	30.2
10	22	30.31
10	23	29.57
10	24	28.0
11	1	62.35
11	2	59.94
11	3	58.79
11	4	57.77
11	5	59.21
11	6	63.01
11	7	66.89
11	8	82.93
11	9	100.98
11	10	93.7
11	11	83.0
11	12	76.8
11	13	65.29
11	14	63.75
11	15	63.38
11	16	64.52
11	17	75.81
11	18	90.99
11	19	93.02
11	20	86.32
11	21	76.53
11	22	67.94
11	23	63.75
11	24	59.94
12	1	60.63
12	2	59.34
12	3	57.55
12	4	56.54
12	5	56.82
12	6	59.66
12	7	61.49
12	8	70.63
12	9	77.41
12	10	67.63
12	11	63.86
12	12	63.29
12	13	62.63
12	14	62.9
12	15	66.89
12	16	69.99
12	17	76.1
12	18	80.56
12	19	84.89
12	20	81.85
12	21	74.15
12	22	67.48
12	23	66.02
12	24	61.99
13	1	75.67
13	2	64.21
13	3	64.42
13	4	64.26
13	5	64.08
13	6	68.21
13	7	103.59
13	8	122.44
13	9	131.14
13	10	129.89
13	11	122.61
13	12	105.53
13	13	95.13
13	14	85.54
13	15	85.63
13	16	69.56
13	17	72.47
13	18	78.77
13	19	109.25
13	20	107.14
13	21	75.06
13	22	74.97
13	23	65.69
13	24	58.24
14	1	11.04
14	2	9.07
14	3	6.76
14	4	7.54
14	5	9.13
14	6	14.19
14	7	28.91
14	8	40.94
14	9	44.99
14	10	44.88
14	11	42.43
14	12	41.48
14	13	42.11
14	14	43.76
14	15	43.77
14	16	43.6
14	17	43.84
14	18	44.55
14	19	43.77
14	20	43.59
14	21	42.64
14	22	42.56
14	23	42.07
14	24	41.61
