Node	NodeProbability
1	0.5
2	0.5
3	0.16666666666666666
4	0.16666666666666666
5	0.16666666666666666
6	0.16666666666666666
7	0.16666666666666666
8	0.16666666666666666
9	0.05555555555555555
10	0.05555555555555555
11	0.05555555555555555
12	0.05555555555555555
13	0.05555555555555555
14	0.05555555555555555
15	0.05555555555555555
16	0.05555555555555555
17	0.05555555555555555
18	0.05555555555555555
19	0.05555555555555555
20	0.05555555555555555
21	0.05555555555555555
22	0.05555555555555555
23	0.05555555555555555
24	0.05555555555555555
25	0.05555555555555555
26	0.05555555555555555
