Node	Time	Intraday_Price
3	1	15.521377688858447
3	2	14.23770971043295
3	3	18.975794834796048
3	4	18.934158759990694
3	5	19.242161451201394
3	6	17.35494408158975
3	7	19.466690522185644
3	8	17.753804924082594
3	9	18.7587418671648
3	10	13.649171405319683
3	11	16.497500198907588
3	12	13.295215922737677
3	13	18.944203632686357
3	14	27.00678746165238
3	15	16.782059575812482
3	16	19.814629224306298
3	17	25.304937175241548
3	18	17.209889232000318
3	19	27.06613846439392
3	20	14.943952883688334
3	21	19.0783007185515
3	22	20.40635242379396
3	23	7.8034760933028275
3	24	21.117535847811222
4	1	0.8689149226773549
4	2	1.3355270984066183
4	3	0.7302109708229986
4	4	1.1450428930700238
4	5	1.2329477049652109
4	6	1.6935133813452694
4	7	6.119621211994231
4	8	7.823975677957342
4	9	5.9797089187825465
4	10	2.791272537850227
4	11	1.0468101944517778
4	12	0.5256067401867472
4	13	0.0
4	14	-0.06399060954923122
4	15	-0.007760129527302553
4	16	1.518860583969567
4	17	3.516565683013507
4	18	7.8094659110789255
4	19	7.143744580695629
4	20	5.388288656730632
4	21	5.555420483697611
4	22	6.205102265258834
4	23	4.430292919942695
4	24	3.656396501255019
5	1	49.4945257419439
5	2	47.283790997024866
5	3	47.111843229950175
5	4	42.16954584743827
5	5	28.232478876758783
5	6	50.75309583945354
5	7	45.85882668610999
5	8	46.054979670387816
5	9	62.189587536653775
5	10	49.24209376313231
5	11	50.83026465697579
5	12	49.845200730151774
5	13	53.86603647060615
5	14	46.55734428292338
5	15	39.63641969482147
5	16	46.94079041067725
5	17	48.791196752393724
5	18	35.28112098704357
5	19	53.643708608535874
5	20	57.87225414553754
5	21	54.86521345917851
5	22	41.49754560961338
5	23	57.586314918703216
5	24	62.68683692787963
6	1	70.3004538433989
6	2	64.42996485487859
6	3	49.986969146686526
6	4	37.267918368625295
6	5	62.68668660598748
6	6	80.68954343478372
6	7	58.04137156722677
6	8	74.6093749287801
6	9	83.93076438642085
6	10	60.461455151318596
6	11	60.921206169211025
6	12	91.10413026531383
6	13	81.0872320122537
6	14	73.19928965577473
6	15	68.2372418209206
6	16	92.59260910713303
6	17	26.990159872915445
6	18	137.76335898602977
6	19	162.13976736587335
6	20	131.7133600751642
6	21	131.09516613489626
6	22	106.86706369396393
6	23	108.24508584757817
6	24	62.346351212146054
7	1	15.9701472497033
7	2	3.963129595364197
7	3	5.681712835635172
7	4	11.853599369269764
7	5	30.164191724724372
7	6	42.83742257079341
7	7	39.52865248782666
7	8	41.49650034888529
7	9	21.417399588695954
7	10	25.785502607932887
7	11	7.399307071060708
7	12	3.1557849172452292
7	13	0.06567924106423713
7	14	1.404973818711278
7	15	6.424738862661325
7	16	26.280910349248423
7	17	45.76965867449357
7	18	31.233114012482403
7	19	48.24189028936654
7	20	62.44243596768305
7	21	43.10054111834204
7	22	34.76453093725418
7	23	32.98118471668426
7	24	21.37316272280757
8	1	14.668030586275794
8	2	18.829799857087476
8	3	11.22551311436209
8	4	12.470548196311983
