Node	Time	ActivationFactorDwnRegulation
3	1	1
4	1	1
5	1	0
6	1	0
7	1	1
8	1	1
9	1	1
10	1	0
11	1	1
12	1	0
13	1	0
14	1	1
15	1	0
16	1	0
17	1	0
18	1	1
19	1	0
20	1	0
21	1	0
22	1	0
23	1	0
24	1	1
25	1	1
26	1	0
27	1	1
28	1	1
29	1	0
30	1	0
31	1	0
32	1	1
33	1	1
34	1	0
35	1	1
36	1	0
37	1	1
38	1	0
39	1	0
40	1	1
41	1	1
42	1	0
43	1	0
44	1	0
45	1	1
46	1	0
47	1	0
48	1	1
49	1	0
50	1	0
51	1	0
52	1	1
53	1	0
54	1	0
55	1	1
56	1	0
57	1	1
3	2	0
4	2	0
5	2	1
6	2	0
7	2	0
8	2	0
9	2	1
10	2	0
11	2	0
12	2	0
13	2	1
14	2	0
15	2	0
16	2	1
17	2	1
18	2	1
19	2	0
20	2	0
21	2	0
22	2	0
23	2	1
24	2	1
25	2	1
26	2	1
27	2	0
28	2	1
29	2	1
30	2	0
31	2	1
32	2	1
33	2	0
34	2	1
35	2	1
36	2	1
37	2	1
38	2	1
39	2	0
40	2	0
41	2	0
42	2	1
43	2	1
44	2	1
45	2	0
46	2	0
47	2	0
48	2	1
49	2	1
50	2	1
51	2	0
52	2	1
53	2	0
54	2	1
55	2	0
56	2	1
57	2	0
3	3	0
4	3	1
5	3	1
6	3	0
7	3	0
8	3	0
9	3	0
10	3	0
11	3	1
12	3	1
13	3	1
14	3	1
15	3	0
16	3	0
17	3	1
18	3	0
19	3	1
20	3	1
21	3	1
22	3	0
23	3	1
24	3	0
25	3	1
26	3	1
27	3	0
28	3	0
29	3	0
30	3	1
31	3	1
32	3	0
33	3	0
34	3	0
35	3	0
36	3	1
37	3	1
38	3	1
39	3	0
40	3	0
41	3	0
42	3	0
43	3	1
44	3	0
45	3	0
46	3	0
47	3	1
48	3	0
49	3	0
50	3	0
51	3	0
52	3	0
53	3	0
54	3	0
55	3	1
56	3	0
57	3	0
3	4	0
4	4	1
5	4	0
6	4	1
7	4	0
8	4	0
9	4	0
10	4	1
11	4	0
12	4	1
13	4	1
14	4	1
15	4	1
16	4	0
17	4	0
18	4	0
19	4	0
20	4	1
21	4	0
22	4	0
23	4	0
24	4	0
25	4	1
26	4	1
27	4	1
28	4	0
29	4	0
30	4	0
31	4	0
32	4	0
33	4	0
34	4	0
35	4	1
36	4	1
37	4	0
38	4	0
39	4	0
40	4	0
41	4	0
42	4	1
43	4	1
44	4	0
45	4	0
46	4	0
47	4	1
48	4	1
49	4	0
50	4	0
51	4	0
52	4	1
53	4	0
54	4	0
55	4	1
56	4	0
57	4	0
3	5	1
4	5	0
5	5	1
6	5	1
7	5	0
8	5	0
9	5	0
10	5	0
11	5	0
12	5	0
13	5	0
14	5	1
15	5	1
16	5	1
17	5	0
18	5	1
19	5	0
20	5	0
21	5	0
22	5	0
23	5	0
24	5	0
25	5	1
26	5	1
27	5	1
28	5	1
29	5	1
30	5	0
31	5	1
32	5	1
33	5	1
34	5	1
35	5	0
36	5	0
37	5	0
38	5	0
39	5	1
40	5	1
41	5	0
42	5	0
43	5	1
44	5	1
45	5	0
46	5	1
47	5	0
48	5	1
49	5	0
50	5	0
51	5	1
52	5	0
53	5	1
54	5	0
55	5	0
56	5	0
57	5	0
3	6	1
4	6	0
5	6	1
6	6	1
7	6	0
8	6	0
9	6	0
10	6	1
11	6	1
12	6	1
13	6	1
14	6	0
15	6	0
16	6	0
17	6	1
18	6	0
19	6	1
20	6	1
21	6	1
22	6	1
23	6	1
24	6	1
25	6	0
26	6	0
27	6	1
28	6	1
29	6	0
30	6	0
31	6	1
32	6	1
33	6	1
34	6	0
35	6	0
36	6	1
37	6	1
38	6	0
39	6	1
40	6	1
41	6	0
42	6	1
43	6	0
44	6	0
45	6	0
46	6	1
47	6	0
48	6	0
49	6	1
50	6	0
51	6	0
52	6	0
53	6	0
54	6	0
55	6	0
56	6	0
57	6	1
3	7	1
4	7	1
5	7	1
6	7	1
7	7	1
8	7	0
9	7	1
10	7	1
11	7	0
12	7	0
13	7	0
14	7	0
15	7	1
16	7	1
17	7	0
18	7	0
19	7	1
20	7	0
21	7	0
22	7	0
23	7	0
24	7	0
25	7	1
26	7	0
27	7	1
28	7	1
29	7	0
30	7	1
31	7	1
32	7	0
33	7	0
34	7	0
35	7	1
36	7	0
37	7	0
38	7	0
39	7	0
40	7	0
41	7	1
42	7	0
43	7	1
44	7	1
45	7	1
46	7	0
47	7	0
48	7	0
49	7	1
50	7	0
51	7	1
52	7	1
53	7	0
54	7	0
55	7	0
56	7	0
57	7	0
3	8	0
4	8	1
5	8	1
6	8	1
7	8	0
8	8	0
9	8	0
10	8	0
11	8	0
12	8	1
13	8	0
14	8	0
15	8	0
16	8	0
17	8	1
18	8	0
19	8	0
20	8	1
21	8	0
22	8	0
23	8	0
24	8	0
25	8	0
26	8	0
27	8	0
28	8	1
29	8	1
30	8	0
31	8	0
32	8	1
33	8	0
34	8	0
35	8	0
36	8	0
37	8	0
38	8	0
39	8	1
40	8	1
41	8	0
42	8	0
43	8	0
44	8	0
45	8	1
46	8	1
47	8	0
48	8	1
49	8	1
50	8	1
51	8	0
52	8	0
53	8	0
54	8	1
55	8	1
56	8	1
57	8	0
3	9	1
4	9	1
5	9	0
6	9	1
7	9	0
8	9	0
9	9	0
10	9	1
11	9	0
12	9	0
13	9	0
14	9	1
15	9	0
16	9	0
17	9	1
18	9	1
19	9	1
20	9	1
21	9	1
22	9	0
23	9	1
24	9	0
25	9	1
26	9	1
27	9	1
28	9	0
29	9	1
