Node	Time	ActivationFactorUpRegulation
3	1	0
4	1	0
5	1	1
6	1	0
7	1	0
8	1	0
9	1	0
10	1	1
11	1	0
12	1	1
13	1	1
14	1	0
15	1	1
16	1	1
17	1	0
18	1	0
19	1	0
20	1	0
21	1	1
22	1	1
23	1	1
24	1	0
25	1	0
26	1	0
27	1	0
28	1	0
29	1	1
30	1	1
31	1	1
32	1	0
33	1	0
34	1	0
35	1	0
36	1	0
37	1	0
38	1	1
39	1	1
40	1	0
41	1	0
42	1	1
43	1	1
44	1	0
45	1	0
46	1	1
47	1	0
48	1	0
49	1	0
50	1	1
51	1	1
52	1	0
53	1	1
54	1	0
55	1	0
56	1	1
57	1	0
3	2	0
4	2	0
5	2	0
6	2	1
7	2	1
8	2	1
9	2	0
10	2	1
11	2	1
12	2	0
13	2	0
14	2	0
15	2	1
16	2	0
17	2	0
18	2	0
19	2	1
20	2	1
21	2	0
22	2	1
23	2	0
24	2	0
25	2	0
26	2	0
27	2	0
28	2	0
29	2	0
30	2	1
31	2	0
32	2	0
33	2	1
34	2	0
35	2	0
36	2	0
37	2	0
38	2	0
39	2	1
40	2	1
41	2	0
42	2	0
43	2	0
44	2	0
45	2	1
46	2	0
47	2	1
48	2	0
49	2	0
50	2	0
51	2	0
52	2	0
53	2	1
54	2	0
55	2	0
56	2	0
57	2	0
3	3	1
4	3	0
5	3	0
6	3	0
7	3	1
8	3	0
9	3	1
10	3	1
11	3	0
12	3	0
13	3	0
14	3	0
15	3	0
16	3	0
17	3	0
18	3	1
19	3	0
20	3	0
21	3	0
22	3	1
23	3	0
24	3	0
25	3	0
26	3	0
27	3	1
28	3	0
29	3	1
30	3	0
31	3	0
32	3	1
33	3	0
34	3	1
35	3	1
36	3	0
37	3	0
38	3	0
39	3	1
40	3	1
41	3	0
42	3	0
43	3	0
44	3	1
45	3	1
46	3	0
47	3	0
48	3	1
49	3	1
50	3	0
51	3	1
52	3	1
53	3	1
54	3	1
55	3	0
56	3	1
57	3	1
3	4	0
4	4	0
5	4	1
6	4	0
7	4	0
8	4	1
9	4	1
10	4	0
11	4	0
12	4	0
13	4	0
14	4	0
15	4	0
16	4	1
17	4	1
18	4	1
19	4	1
20	4	0
21	4	0
22	4	1
23	4	0
24	4	1
25	4	0
26	4	0
27	4	0
28	4	1
29	4	0
30	4	0
31	4	0
32	4	1
33	4	1
34	4	0
35	4	0
36	4	0
37	4	1
38	4	1
39	4	1
40	4	0
41	4	1
42	4	0
43	4	0
44	4	1
45	4	1
46	4	1
47	4	0
48	4	0
49	4	1
50	4	1
51	4	1
52	4	0
53	4	1
54	4	0
55	4	0
56	4	1
57	4	1
3	5	0
4	5	1
5	5	0
6	5	0
7	5	1
8	5	1
9	5	1
10	5	0
11	5	1
12	5	0
13	5	1
14	5	0
15	5	0
16	5	0
17	5	1
18	5	0
19	5	1
20	5	0
21	5	0
22	5	1
23	5	1
24	5	0
25	5	0
26	5	0
27	5	0
28	5	0
29	5	0
30	5	0
31	5	0
32	5	0
33	5	0
34	5	0
35	5	1
36	5	1
37	5	1
38	5	1
39	5	0
40	5	0
41	5	1
42	5	1
43	5	0
44	5	0
45	5	0
46	5	0
47	5	1
48	5	0
49	5	1
50	5	1
51	5	0
52	5	0
53	5	0
54	5	0
55	5	1
56	5	0
57	5	0
3	6	0
4	6	1
5	6	0
6	6	0
7	6	1
8	6	1
9	6	0
10	6	0
11	6	0
12	6	0
13	6	0
14	6	1
15	6	0
16	6	1
17	6	0
18	6	1
19	6	0
20	6	0
21	6	0
22	6	0
23	6	0
24	6	0
25	6	1
26	6	1
27	6	0
28	6	0
29	6	0
30	6	1
31	6	0
32	6	0
33	6	0
34	6	0
35	6	0
36	6	0
37	6	0
38	6	1
39	6	0
40	6	0
41	6	1
42	6	0
43	6	0
44	6	0
45	6	0
46	6	0
47	6	1
48	6	1
49	6	0
50	6	1
51	6	0
52	6	1
53	6	0
54	6	1
55	6	1
56	6	0
57	6	0
3	7	0
4	7	0
5	7	0
6	7	0
7	7	0
8	7	1
9	7	0
10	7	0
11	7	1
12	7	1
13	7	0
14	7	1
15	7	0
16	7	0
17	7	1
18	7	1
19	7	0
20	7	1
21	7	0
22	7	0
23	7	1
24	7	0
25	7	0
26	7	1
27	7	0
28	7	0
29	7	1
30	7	0
31	7	0
32	7	0
33	7	1
34	7	1
35	7	0
36	7	1
37	7	1
38	7	0
39	7	1
40	7	1
41	7	0
42	7	1
43	7	0
44	7	0
45	7	0
46	7	1
47	7	0
48	7	0
49	7	0
50	7	1
51	7	0
52	7	0
53	7	1
54	7	0
55	7	0
56	7	0
57	7	1
3	8	0
4	8	0
5	8	0
6	8	0
7	8	0
8	8	1
9	8	0
10	8	1
11	8	1
12	8	0
13	8	1
14	8	1
15	8	1
16	8	1
17	8	0
18	8	1
19	8	1
20	8	0
21	8	1
22	8	1
23	8	1
24	8	0
25	8	1
26	8	1
27	8	1
28	8	0
29	8	0
30	8	1
31	8	1
32	8	0
33	8	1
34	8	1
35	8	1
36	8	0
37	8	1
38	8	0
39	8	0
40	8	0
41	8	1
42	8	0
43	8	0
44	8	0
45	8	0
46	8	0
47	8	1
48	8	0
49	8	0
50	8	0
51	8	1
52	8	1
53	8	0
54	8	0
55	8	0
56	8	0
57	8	0
3	9	0
4	9	0
5	9	1
6	9	0
7	9	0
8	9	1
9	9	0
10	9	0
11	9	0
12	9	1
13	9	1
14	9	0
15	9	0
16	9	1
17	9	0
18	9	0
19	9	0
20	9	0
21	9	0
22	9	1
23	9	0
24	9	1
25	9	0
26	9	0
27	9	0
28	9	1
29	9	0
30	9	0
31	9	0
32	9	0
33	9	0
34	9	1
35	9	0
36	9	0
37	9	0
38	9	0
39	9	0
40	9	1
41	9	0
42	9	1
43	9	0
44	9	0
45	9	0
46	9	0
47	9	0
48	9	0
49	9	1
50	9	1
51	9	1
52	9	1
53	9	0
54	9	1
55	9	1
56	9	1
57	9	1
3	10	1
4	10	1
5	10	0
6	10	0
7	10	0
8	10	0
9	10	0
10	10	0
11	10	1
12	10	0
13	10	1
14	10	1
15	10	1
16	10	1
17	10	0
18	10	1
19	10	1
20	10	0
21	10	0
22	10	0
23	10	0
24	10	0
25	10	0
26	10	0
27	10	1
28	10	0
29	10	1
30	10	0
31	10	0
32	10	0
33	10	0
34	10	0
35	10	1
36	10	1
37	10	0
38	10	0
39	10	0
40	10	0
41	10	0
42	10	0
43	10	1
44	10	0
45	10	0
46	10	1
47	10	0
48	10	0
49	10	1
50	10	0
51	10	1
52	10	0
53	10	0
54	10	0
55	10	0
56	10	1
57	10	0
3	11	0
4	11	0
5	11	0
6	11	0
7	11	0
8	11	1
9	11	1
10	11	0
11	11	0
12	11	0
13	11	0
14	11	1
15	11	0
16	11	1
17	11	0
18	11	0
19	11	1
20	11	0
21	11	1
22	11	0
23	11	0
24	11	1
25	11	0
26	11	0
27	11	0
28	11	1
29	11	0
30	11	0
31	11	0
32	11	0
33	11	0
34	11	1
35	11	1
36	11	0
37	11	1
38	11	0
39	11	0
40	11	1
41	11	0
42	11	1
43	11	0
44	11	0
45	11	0
46	11	1
47	11	1
48	11	0
49	11	0
50	11	0
51	11	1
52	11	1
53	11	0
54	11	1
55	11	0
56	11	1
57	11	0
3	12	0
4	12	0
5	12	0
6	12	0
7	12	0
8	12	0
9	12	0
10	12	1
11	12	1
12	12	0
13	12	1
14	12	0
15	12	1
16	12	1
17	12	0
18	12	1
19	12	0
20	12	1
21	12	0
22	12	0
23	12	0
24	12	0
25	12	0
26	12	0
27	12	1
28	12	1
29	12	0
30	12	0
31	12	0
32	12	0
33	12	0
34	12	1
35	12	0
36	12	0
37	12	0
38	12	0
39	12	1
40	12	0
41	12	0
42	12	1
43	12	0
44	12	0
45	12	1
46	12	1
47	12	0
48	12	1
49	12	1
50	12	0
51	12	1
52	12	0
53	12	0
54	12	1
55	12	1
56	12	1
57	12	1
3	13	0
4	13	1
5	13	0
6	13	1
7	13	1
8	13	0
9	13	0
10	13	1
11	13	0
12	13	0
13	13	0
14	13	1
15	13	0
16	13	1
17	13	0
18	13	0
19	13	0
20	13	0
21	13	0
22	13	0
23	13	1
24	13	1
25	13	1
26	13	0
27	13	1
28	13	0
29	13	0
30	13	1
31	13	0
32	13	0
33	13	0
34	13	0
35	13	1
36	13	0
37	13	0
38	13	1
39	13	0
40	13	0
41	13	0
42	13	0
43	13	0
44	13	0
45	13	0
46	13	0
47	13	0
48	13	0
49	13	1
50	13	0
51	13	0
52	13	1
53	13	0
54	13	0
55	13	0
56	13	0
57	13	0
3	14	0
4	14	0
5	14	1
6	14	1
7	14	0
8	14	0
9	14	0
10	14	1
11	14	0
12	14	0
13	14	0
14	14	0
15	14	0
16	14	1
17	14	1
18	14	0
19	14	0
20	14	1
21	14	1
22	14	0
23	14	1
24	14	1
25	14	0
26	14	1
27	14	0
28	14	0
29	14	1
30	14	1
31	14	1
32	14	1
33	14	1
34	14	0
35	14	1
36	14	0
37	14	0
38	14	0
39	14	0
40	14	1
41	14	0
42	14	0
43	14	0
44	14	0
45	14	1
46	14	1
47	14	0
48	14	0
49	14	0
50	14	0
51	14	1
52	14	1
53	14	1
54	14	1
55	14	0
56	14	1
57	14	0
3	15	1
4	15	0
5	15	1
6	15	0
7	15	0
8	15	0
9	15	1
10	15	1
11	15	1
12	15	1
13	15	1
14	15	0
15	15	0
16	15	1
17	15	1
18	15	1
19	15	0
20	15	0
21	15	0
22	15	1
23	15	0
24	15	1
25	15	1
26	15	0
27	15	1
28	15	0
29	15	0
30	15	0
31	15	0
32	15	0
33	15	0
34	15	0
35	15	1
36	15	1
37	15	1
38	15	0
39	15	0
40	15	1
41	15	1
42	15	0
43	15	0
44	15	0
45	15	1
46	15	1
47	15	1
48	15	0
49	15	0
50	15	1
51	15	1
52	15	1
53	15	0
54	15	1
55	15	0
56	15	1
57	15	0
3	16	0
4	16	1
5	16	1
6	16	0
7	16	1
